"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","INSTR_ASSET","NA_STO","SECTOR","PRICES","TRANSFORMATION","UNIT","OVERLAP","DATA_SOURCE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.FAD:GDD(2.0.0)","PNG.FL_S14_POGDP_PT.A","OBS_VALUE","Papua New Guinea","Debt instruments, Households, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, household debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Households, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","NER.FL_S11_POGDP_PT.A","OBS_VALUE","Niger","Debt instruments, Non-financial corporations, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, nonficial corporate debt, nfc debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","NGA.FL_S11_POGDP_PT.A","OBS_VALUE","Nigeria","Debt instruments, Non-financial corporations, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, nonficial corporate debt, nfc debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","NLD.FL_S11001_POGDP_PT.A","OBS_VALUE","Netherlands, The","Debt instruments, Public non-financial Sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, non-ficial public sector debt, nfps debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Public non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","PNG.FL_S11001_POGDP_PT.A","OBS_VALUE","Papua New Guinea","Debt instruments, Public non-financial Sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, non-ficial public sector debt, nfps debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Public non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","MMR.FL_S11_POGDP_PT.A","OBS_VALUE","Myanmar","Debt instruments, Non-financial corporations, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, nonficial corporate debt, nfc debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","RUS.FL_S11001_POGDP_PT.A","OBS_VALUE","Russian Federation","Debt instruments, Public non-financial Sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, non-ficial public sector debt, nfps debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Public non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","WSM.FL_S1ZS_POGDP_PT.A","OBS_VALUE","Samoa","Debt instruments, Public sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, public sector debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Public sector, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","WSM.FL_S14_POGDP_PT.A","OBS_VALUE","Samoa","Debt instruments, Households, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, household debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Households, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","QAT.FL_S13_POGDP_PT.A","OBS_VALUE","Qatar","Debt instruments, General government, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, general government debt, gg debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, General government, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","POL.FL_S11001_POGDP_PT.A","OBS_VALUE","Poland, Republic of","Debt instruments, Public non-financial Sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, non-ficial public sector debt, nfps debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Public non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","PHL.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Philippines","Debt instruments, Central government, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, central government debt, cg debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Central government, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","RWA.F3T4_S14_POGDP_PT.A","OBS_VALUE","Rwanda","Debt securities and loans, Households, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, household debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Households, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","QAT.FL_S1ZS_POGDP_PT.A","OBS_VALUE","Qatar","Debt instruments, Public sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, public sector debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Public sector, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","ROU.FL_S11001_POGDP_PT.A","OBS_VALUE","Romania","Debt instruments, Public non-financial Sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, non-ficial public sector debt, nfps debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Public non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","PRY.FL_S11_POGDP_PT.A","OBS_VALUE","Paraguay","Debt instruments, Non-financial corporations, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, nonficial corporate debt, nfc debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","RWA.FL_S11_POGDP_PT.A","OBS_VALUE","Rwanda","Debt instruments, Non-financial corporations, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, nonficial corporate debt, nfc debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
